measurement_time,scheduled_time,module_id,v,i,g,t_ext,status_integer
2024-12-20T16:17:10.033324-07:00,2024-12-20T16:17:10-07:00,P-0000-01,7.37026,0.00750476,,,1
2024-12-20T16:17:11.174418-07:00,2024-12-20T16:17:11-07:00,P-0000-01,7.60427,0.00726888,,,1537
2024-12-20T16:17:12.033955-07:00,2024-12-20T16:17:12-07:00,P-0000-01,7.6115,0.0072599,,,1025
2024-12-20T16:17:13.034256-07:00,2024-12-20T16:17:13-07:00,P-0000-01,7.60698,0.00726498,,,1
2024-12-20T16:17:14.025548-07:00,2024-12-20T16:17:14-07:00,P-0000-01,7.58942,0.00728325,,,1
2024-12-20T16:17:15.034095-07:00,2024-12-20T16:17:15-07:00,P-0000-01,7.57583,0.00729601,,,1
2024-12-20T16:17:16.036586-07:00,2024-12-20T16:17:16-07:00,P-0000-01,7.57615,0.00729561,,,1
2024-12-20T16:17:17.034857-07:00,2024-12-20T16:17:17-07:00,P-0000-01,7.57941,0.00729139,,,1
2024-12-20T16:17:18.026938-07:00,2024-12-20T16:17:18-07:00,P-0000-01,7.57049,0.00730195,,,1
2024-12-20T16:17:19.027719-07:00,2024-12-20T16:17:19-07:00,P-0000-01,7.56815,0.00730343,,,1
2024-12-20T16:17:20.036550-07:00,2024-12-20T16:17:20-07:00,P-0000-01,7.56954,0.00730046,,,1
2024-12-20T16:17:21.178823-07:00,2024-12-20T16:17:21-07:00,P-0000-01,7.47007,0.00740251,,,1537
2024-12-20T16:17:22.023347-07:00,2024-12-20T16:17:22-07:00,P-0000-01,7.46438,0.00740881,,,1025
2024-12-20T16:17:23.034362-07:00,2024-12-20T16:17:23-07:00,P-0000-01,7.47939,0.00739257,,,1
2024-12-20T16:17:24.045186-07:00,2024-12-20T16:17:24-07:00,P-0000-01,7.48578,0.00738566,,,1
2024-12-20T16:17:25.029037-07:00,2024-12-20T16:17:25-07:00,P-0000-01,7.50173,0.00737057,,,1
2024-12-20T16:17:26.040129-07:00,2024-12-20T16:17:26-07:00,P-0000-01,7.50682,0.00736575,,,1
2024-12-20T16:17:27.030164-07:00,2024-12-20T16:17:27-07:00,P-0000-01,7.48355,0.00738814,,,1
2024-12-20T16:17:28.025369-07:00,2024-12-20T16:17:28-07:00,P-0000-01,7.47224,0.00739837,,,1
2024-12-20T16:17:29.026218-07:00,2024-12-20T16:17:29-07:00,P-0000-01,7.46497,0.00740662,,,1
2024-12-20T16:17:30.026473-07:00,2024-12-20T16:17:30-07:00,P-0000-01,7.47164,0.00739993,,,1
2024-12-20T16:17:31.165649-07:00,2024-12-20T16:17:31-07:00,P-0000-01,7.47145,0.0074008,,,1537
2024-12-20T16:17:32.029030-07:00,2024-12-20T16:17:32-07:00,P-0000-01,7.47112,0.00740148,,,1025
2024-12-20T16:17:33.032296-07:00,2024-12-20T16:17:33-07:00,P-0000-01,7.46895,0.0074026,,,1
2024-12-20T16:17:34.033137-07:00,2024-12-20T16:17:34-07:00,P-0000-01,7.45557,0.00741586,,,1
2024-12-20T16:17:35.032696-07:00,2024-12-20T16:17:35-07:00,P-0000-01,7.44833,0.00742241,,,1
2024-12-20T16:17:36.043553-07:00,2024-12-20T16:17:36-07:00,P-0000-01,7.44824,0.00742236,,,1
2024-12-20T16:17:37.035123-07:00,2024-12-20T16:17:37-07:00,P-0000-01,7.44431,0.00742565,,,1
2024-12-20T16:17:38.029795-07:00,2024-12-20T16:17:38-07:00,P-0000-01,7.42723,0.00744086,,,1
2024-12-20T16:17:39.031293-07:00,2024-12-20T16:17:39-07:00,P-0000-01,7.41534,0.00744896,,,1
2024-12-20T16:17:40.029865-07:00,2024-12-20T16:17:40-07:00,P-0000-01,7.42787,0.00743674,,,1
2024-12-20T16:17:41.171794-07:00,2024-12-20T16:17:41-07:00,P-0000-01,7.34061,0.00752144,,,1537
2024-12-20T16:17:42.031527-07:00,2024-12-20T16:17:42-07:00,P-0000-01,7.34318,0.00751654,,,1025
2024-12-20T16:17:43.027109-07:00,2024-12-20T16:17:43-07:00,P-0000-01,7.34169,0.00752111,,,1
2024-12-20T16:17:44.035227-07:00,2024-12-20T16:17:44-07:00,P-0000-01,7.36241,0.00749949,,,1
2024-12-20T16:17:45.036076-07:00,2024-12-20T16:17:45-07:00,P-0000-01,7.37318,0.00749105,,,1
2024-12-20T16:17:46.028421-07:00,2024-12-20T16:17:46-07:00,P-0000-01,7.37297,0.00749169,,,1
2024-12-20T16:17:47.033120-07:00,2024-12-20T16:17:47-07:00,P-0000-01,7.36692,0.00749655,,,1
2024-12-20T16:17:48.028883-07:00,2024-12-20T16:17:48-07:00,P-0000-01,7.35484,0.00750743,,,1
2024-12-20T16:17:49.028970-07:00,2024-12-20T16:17:49-07:00,P-0000-01,7.35433,0.00750731,,,1
2024-12-20T16:17:50.032823-07:00,2024-12-20T16:17:50-07:00,P-0000-01,7.37095,0.00749025,,,1
2024-12-20T16:17:51.177283-07:00,2024-12-20T16:17:51-07:00,P-0000-01,7.60098,0.00725982,,,1537
2024-12-20T16:17:52.035021-07:00,2024-12-20T16:17:52-07:00,P-0000-01,7.59942,0.00726041,,,1025
2024-12-20T16:17:53.030995-07:00,2024-12-20T16:17:53-07:00,P-0000-01,7.58887,0.00727171,,,1
2024-12-20T16:17:54.030919-07:00,2024-12-20T16:17:54-07:00,P-0000-01,7.57124,0.00728967,,,1
2024-12-20T16:17:55.033454-07:00,2024-12-20T16:17:55-07:00,P-0000-01,7.55741,0.0073016,,,1
2024-12-20T16:17:56.031065-07:00,2024-12-20T16:17:56-07:00,P-0000-01,7.53673,0.00732317,,,1
2024-12-20T16:17:57.031951-07:00,2024-12-20T16:17:57-07:00,P-0000-01,7.53911,0.00731938,,,1
2024-12-20T16:17:58.032582-07:00,2024-12-20T16:17:58-07:00,P-0000-01,7.52833,0.00733102,,,1
2024-12-20T16:17:59.032640-07:00,2024-12-20T16:17:59-07:00,P-0000-01,7.53295,0.00732607,,,1
2024-12-20T16:18:00.033433-07:00,2024-12-20T16:18:00-07:00,P-0000-01,7.5368,0.00732054,,,1
2024-12-20T16:18:01.169979-07:00,2024-12-20T16:18:01-07:00,P-0000-01,7.46446,0.00739433,,,1537
2024-12-20T16:18:02.029073-07:00,2024-12-20T16:18:02-07:00,P-0000-01,7.47271,0.0073854,,,1025
2024-12-20T16:18:03.032427-07:00,2024-12-20T16:18:03-07:00,P-0000-01,7.47898,0.00737907,,,1
2024-12-20T16:18:04.034493-07:00,2024-12-20T16:18:04-07:00,P-0000-01,7.49185,0.00736684,,,1
2024-12-20T16:18:05.030574-07:00,2024-12-20T16:18:05-07:00,P-0000-01,7.46901,0.00738925,,,1
2024-12-20T16:18:06.030952-07:00,2024-12-20T16:18:06-07:00,P-0000-01,7.46529,0.00739537,,,1
2024-12-20T16:18:07.030622-07:00,2024-12-20T16:18:07-07:00,P-0000-01,7.45993,0.00739799,,,1
2024-12-20T16:18:08.035608-07:00,2024-12-20T16:18:08-07:00,P-0000-01,7.45826,0.0073991,,,1
2024-12-20T16:18:09.031197-07:00,2024-12-20T16:18:09-07:00,P-0000-01,7.4561,0.00740174,,,1
2024-12-20T16:18:10.032073-07:00,2024-12-20T16:18:10-07:00,P-0000-01,7.44579,0.00741138,,,1
2024-12-20T16:18:11.165708-07:00,2024-12-20T16:18:11-07:00,P-0000-01,7.46458,0.00739344,,,1537
2024-12-20T16:18:12.034647-07:00,2024-12-20T16:18:12-07:00,P-0000-01,7.45422,0.00740224,,,1025
2024-12-20T16:18:13.028524-07:00,2024-12-20T16:18:13-07:00,P-0000-01,10.4177,6.4966e-05,,,3109
2024-12-20T16:18:14.028676-07:00,2024-12-20T16:18:14-07:00,P-0000-01,11.0748,9.81443e-05,,,3105
2024-12-20T16:18:15.029553-07:00,2024-12-20T16:18:15-07:00,P-0000-01,11.0744,9.78637e-05,,,3105
2024-12-20T16:18:16.033847-07:00,2024-12-20T16:18:16-07:00,P-0000-01,11.0741,9.84156e-05,,,3105
2024-12-20T16:18:17.030544-07:00,2024-12-20T16:18:17-07:00,P-0000-01,11.0729,9.76152e-05,,,3105
2024-12-20T16:18:18.031453-07:00,2024-12-20T16:18:18-07:00,P-0000-01,11.0736,9.80481e-05,,,3105
2024-12-20T16:18:19.034730-07:00,2024-12-20T16:18:19-07:00,P-0000-01,11.0735,9.77301e-05,,,3105
2024-12-20T16:18:20.042927-07:00,2024-12-20T16:18:20-07:00,P-0000-01,11.0721,9.81451e-05,,,3105
2024-12-20T16:18:21.042593-07:00,2024-12-20T16:18:21-07:00,P-0000-01,11.0724,9.83272e-05,,,3105
2024-12-20T16:18:22.032602-07:00,2024-12-20T16:18:22-07:00,P-0000-01,11.0728,9.76749e-05,,,3105
2024-12-20T16:18:23.032510-07:00,2024-12-20T16:18:23-07:00,P-0000-01,11.0732,9.82367e-05,,,3105
2024-12-20T16:18:24.035788-07:00,2024-12-20T16:18:24-07:00,P-0000-01,11.0718,9.79434e-05,,,3105
2024-12-20T16:18:25.033567-07:00,2024-12-20T16:18:25-07:00,P-0000-01,11.0722,9.75763e-05,,,3105
2024-12-20T16:18:26.033836-07:00,2024-12-20T16:18:26-07:00,P-0000-01,11.0708,9.70795e-05,,,3105
2024-12-20T16:18:27.034354-07:00,2024-12-20T16:18:27-07:00,P-0000-01,11.0716,9.80389e-05,,,3105
2024-12-20T16:18:28.033736-07:00,2024-12-20T16:18:28-07:00,P-0000-01,11.0713,9.73073e-05,,,3105
2024-12-20T16:18:29.024694-07:00,2024-12-20T16:18:29-07:00,P-0000-01,11.0708,9.74213e-05,,,3105
2024-12-20T16:18:30.026142-07:00,2024-12-20T16:18:30-07:00,P-0000-01,11.0717,9.77913e-05,,,3105
2024-12-20T16:18:31.035631-07:00,2024-12-20T16:18:31-07:00,P-0000-01,11.069,9.75362e-05,,,3105
2024-12-20T16:18:32.035562-07:00,2024-12-20T16:18:32-07:00,P-0000-01,11.0697,9.73919e-05,,,3105
2024-12-20T16:18:33.035231-07:00,2024-12-20T16:18:33-07:00,P-0000-01,11.07,9.81682e-05,,,3105
2024-12-20T16:18:34.036047-07:00,2024-12-20T16:18:34-07:00,P-0000-01,11.07,9.80907e-05,,,3105
2024-12-20T16:18:35.028539-07:00,2024-12-20T16:18:35-07:00,P-0000-01,11.0692,9.77412e-05,,,3105
2024-12-20T16:18:36.036064-07:00,2024-12-20T16:18:36-07:00,P-0000-01,11.0698,9.7555e-05,,,3105
2024-12-20T16:18:37.037660-07:00,2024-12-20T16:18:37-07:00,P-0000-01,11.07,9.75812e-05,,,3105
2024-12-20T16:18:38.028211-07:00,2024-12-20T16:18:38-07:00,P-0000-01,11.0689,9.80442e-05,,,3105
2024-12-20T16:18:39.023976-07:00,2024-12-20T16:18:39-07:00,P-0000-01,11.0687,9.70732e-05,,,3105
2024-12-20T16:18:40.030910-07:00,2024-12-20T16:18:40-07:00,P-0000-01,11.0679,9.85731e-05,,,3105
2024-12-20T16:18:41.029322-07:00,2024-12-20T16:18:41-07:00,P-0000-01,11.0692,9.80629e-05,,,3105
2024-12-20T16:18:42.028895-07:00,2024-12-20T16:18:42-07:00,P-0000-01,11.068,9.78697e-05,,,3105
2024-12-20T16:18:43.024622-07:00,2024-12-20T16:18:43-07:00,P-0000-01,11.0692,9.7819e-05,,,3105
2024-12-20T16:18:44.030684-07:00,2024-12-20T16:18:44-07:00,P-0000-01,11.0673,9.76394e-05,,,3105
2024-12-20T16:18:45.038059-07:00,2024-12-20T16:18:45-07:00,P-0000-01,11.0667,9.78091e-05,,,3105
2024-12-20T16:18:46.027896-07:00,2024-12-20T16:18:46-07:00,P-0000-01,11.0672,9.76424e-05,,,3105
2024-12-20T16:18:47.032729-07:00,2024-12-20T16:18:47-07:00,P-0000-01,11.0665,9.74738e-05,,,3105
2024-12-20T16:18:48.032211-07:00,2024-12-20T16:18:48-07:00,P-0000-01,11.0658,9.78338e-05,,,3105
2024-12-20T16:18:49.030108-07:00,2024-12-20T16:18:49-07:00,P-0000-01,11.0655,9.74977e-05,,,3105
2024-12-20T16:18:50.033175-07:00,2024-12-20T16:18:50-07:00,P-0000-01,11.0654,9.78426e-05,,,3105
2024-12-20T16:18:51.029023-07:00,2024-12-20T16:18:51-07:00,P-0000-01,11.0655,9.74979e-05,,,3105
2024-12-20T16:18:52.036796-07:00,2024-12-20T16:18:52-07:00,P-0000-01,11.0668,9.76714e-05,,,3105
2024-12-20T16:18:53.033468-07:00,2024-12-20T16:18:53-07:00,P-0000-01,11.0663,9.78186e-05,,,3105
2024-12-20T16:18:54.024999-07:00,2024-12-20T16:18:54-07:00,P-0000-01,11.0651,9.69358e-05,,,3105
2024-12-20T16:18:55.033788-07:00,2024-12-20T16:18:55-07:00,P-0000-01,11.066,9.73148e-05,,,3105
2024-12-20T16:18:56.031570-07:00,2024-12-20T16:18:56-07:00,P-0000-01,7.44085,0.00739813,,,3073
2024-12-20T16:18:57.031807-07:00,2024-12-20T16:18:57-07:00,P-0000-01,7.3778,0.00746171,,,3073
2024-12-20T16:18:58.031960-07:00,2024-12-20T16:18:58-07:00,P-0000-01,7.44187,0.0073967,,,1025
2024-12-20T16:18:59.027617-07:00,2024-12-20T16:18:59-07:00,P-0000-01,7.45696,0.00738153,,,1
2024-12-20T16:19:00.033302-07:00,2024-12-20T16:19:00-07:00,P-0000-01,7.45935,0.00737951,,,1
2024-12-20T16:19:01.186890-07:00,2024-12-20T16:19:01-07:00,P-0000-01,7.45827,0.0073798,,,1793
2024-12-20T16:19:02.032424-07:00,2024-12-20T16:19:02-07:00,P-0000-01,7.4581,0.00737933,,,1025
2024-12-20T16:19:03.029168-07:00,2024-12-20T16:19:03-07:00,P-0000-01,7.4447,0.0073944,,,1
2024-12-20T16:19:04.035649-07:00,2024-12-20T16:19:04-07:00,P-0000-01,7.44727,0.0073911,,,1
2024-12-20T16:19:05.033595-07:00,2024-12-20T16:19:05-07:00,P-0000-01,7.45234,0.00738507,,,1
2024-12-20T16:19:06.026140-07:00,2024-12-20T16:19:06-07:00,P-0000-01,7.45266,0.00738368,,,1
2024-12-20T16:19:07.025914-07:00,2024-12-20T16:19:07-07:00,P-0000-01,7.44201,0.00739492,,,1
2024-12-20T16:19:08.030291-07:00,2024-12-20T16:19:08-07:00,P-0000-01,7.4432,0.0073946,,,1
2024-12-20T16:19:09.032306-07:00,2024-12-20T16:19:09-07:00,P-0000-01,7.45096,0.00738536,,,1
2024-12-20T16:19:10.036623-07:00,2024-12-20T16:19:10-07:00,P-0000-01,7.44364,0.00739338,,,1
2024-12-20T16:19:11.465476-07:00,2024-12-20T16:19:11-07:00,P-0000-01,7.45358,0.00738197,,,1025
2024-12-20T16:19:12.031528-07:00,2024-12-20T16:19:12-07:00,P-0000-01,7.45682,0.00738001,,,1025
2024-12-20T16:19:13.026988-07:00,2024-12-20T16:19:13-07:00,P-0000-01,7.44936,0.00738688,,,1
2024-12-20T16:19:14.030196-07:00,2024-12-20T16:19:14-07:00,P-0000-01,7.43081,0.00740489,,,1
2024-12-20T16:19:15.039828-07:00,2024-12-20T16:19:15-07:00,P-0000-01,7.42045,0.00741538,,,1
2024-12-20T16:19:16.033184-07:00,2024-12-20T16:19:16-07:00,P-0000-01,7.42886,0.00740665,,,1
2024-12-20T16:19:17.032001-07:00,2024-12-20T16:19:17-07:00,P-0000-01,7.42354,0.00741217,,,1
2024-12-20T16:19:18.035201-07:00,2024-12-20T16:19:18-07:00,P-0000-01,7.41536,0.00741928,,,1
2024-12-20T16:19:19.030273-07:00,2024-12-20T16:19:19-07:00,P-0000-01,7.41678,0.00741665,,,1
2024-12-20T16:19:20.033969-07:00,2024-12-20T16:19:20-07:00,P-0000-01,7.42423,0.00740962,,,1
2024-12-20T16:19:21.176280-07:00,2024-12-20T16:19:21-07:00,P-0000-01,7.32504,0.00750434,,,1537
2024-12-20T16:19:22.033200-07:00,2024-12-20T16:19:22-07:00,P-0000-01,7.32196,0.00750473,,,1025
2024-12-20T16:19:23.031823-07:00,2024-12-20T16:19:23-07:00,P-0000-01,7.32983,0.00749766,,,1
2024-12-20T16:19:24.031315-07:00,2024-12-20T16:19:24-07:00,P-0000-01,7.33232,0.00749463,,,1
2024-12-20T16:19:25.030913-07:00,2024-12-20T16:19:25-07:00,P-0000-01,7.34576,0.00748145,,,1
2024-12-20T16:19:26.033898-07:00,2024-12-20T16:19:26-07:00,P-0000-01,7.34716,0.00748088,,,1
2024-12-20T16:19:27.027550-07:00,2024-12-20T16:19:27-07:00,P-0000-01,7.36046,0.00746698,,,1
2024-12-20T16:19:28.029244-07:00,2024-12-20T16:19:28-07:00,P-0000-01,7.36292,0.00746431,,,1
2024-12-20T16:19:29.029472-07:00,2024-12-20T16:19:29-07:00,P-0000-01,7.3599,0.00746628,,,1
2024-12-20T16:19:30.029651-07:00,2024-12-20T16:19:30-07:00,P-0000-01,7.35451,0.00747109,,,1
2024-12-20T16:19:31.476608-07:00,2024-12-20T16:19:31-07:00,P-0000-01,7.32872,0.00749697,,,1025
2024-12-20T16:19:32.029668-07:00,2024-12-20T16:19:32-07:00,P-0000-01,7.33264,0.00749264,,,1025
2024-12-20T16:19:33.029619-07:00,2024-12-20T16:19:33-07:00,P-0000-01,7.33001,0.00749394,,,1
2024-12-20T16:19:34.030113-07:00,2024-12-20T16:19:34-07:00,P-0000-01,7.33226,0.00749127,,,1
2024-12-20T16:19:35.031144-07:00,2024-12-20T16:19:35-07:00,P-0000-01,7.34078,0.00748315,,,1
2024-12-20T16:19:36.030742-07:00,2024-12-20T16:19:36-07:00,P-0000-01,7.3503,0.00747503,,,1
2024-12-20T16:19:37.032852-07:00,2024-12-20T16:19:37-07:00,P-0000-01,7.35845,0.00746606,,,1
2024-12-20T16:19:38.033877-07:00,2024-12-20T16:19:38-07:00,P-0000-01,7.35059,0.00747389,,,1
2024-12-20T16:19:39.033619-07:00,2024-12-20T16:19:39-07:00,P-0000-01,7.35673,0.0074681,,,1
2024-12-20T16:19:40.032871-07:00,2024-12-20T16:19:40-07:00,P-0000-01,7.35357,0.00747026,,,1
2024-12-20T16:19:41.165132-07:00,2024-12-20T16:19:41-07:00,P-0000-01,7.32522,0.00749733,,,1537
2024-12-20T16:19:42.034684-07:00,2024-12-20T16:19:42-07:00,P-0000-01,7.33509,0.00748897,,,1025
2024-12-20T16:19:43.033934-07:00,2024-12-20T16:19:43-07:00,P-0000-01,7.32355,0.00749797,,,1
2024-12-20T16:19:44.028180-07:00,2024-12-20T16:19:44-07:00,P-0000-01,7.33798,0.0074849,,,1
2024-12-20T16:19:45.037919-07:00,2024-12-20T16:19:45-07:00,P-0000-01,7.34203,0.00748044,,,1
2024-12-20T16:19:46.034873-07:00,2024-12-20T16:19:46-07:00,P-0000-01,7.35076,0.00747269,,,1
2024-12-20T16:19:47.035111-07:00,2024-12-20T16:19:47-07:00,P-0000-01,7.35789,0.00746734,,,1
2024-12-20T16:19:48.026025-07:00,2024-12-20T16:19:48-07:00,P-0000-01,7.34318,0.00748155,,,1
2024-12-20T16:19:49.034492-07:00,2024-12-20T16:19:49-07:00,P-0000-01,7.34217,0.00748137,,,1
2024-12-20T16:19:50.026302-07:00,2024-12-20T16:19:50-07:00,P-0000-01,7.34268,0.0074807,,,1
2024-12-20T16:19:51.170026-07:00,2024-12-20T16:19:51-07:00,P-0000-01,7.45672,0.00736934,,,1537
2024-12-20T16:19:52.038229-07:00,2024-12-20T16:19:52-07:00,P-0000-01,7.46127,0.00736536,,,1025
2024-12-20T16:19:53.031043-07:00,2024-12-20T16:19:53-07:00,P-0000-01,7.46631,0.00735963,,,1
2024-12-20T16:19:54.035771-07:00,2024-12-20T16:19:54-07:00,P-0000-01,7.4726,0.00735223,,,1
2024-12-20T16:19:55.037406-07:00,2024-12-20T16:19:55-07:00,P-0000-01,7.46917,0.00735604,,,1
2024-12-20T16:19:56.025338-07:00,2024-12-20T16:19:56-07:00,P-0000-01,7.46572,0.00735965,,,1
2024-12-20T16:19:57.026401-07:00,2024-12-20T16:19:57-07:00,P-0000-01,7.4612,0.00736175,,,1
2024-12-20T16:19:58.026680-07:00,2024-12-20T16:19:58-07:00,P-0000-01,7.46028,0.0073631,,,1
2024-12-20T16:19:59.030846-07:00,2024-12-20T16:19:59-07:00,P-0000-01,7.46621,0.00735477,,,1
2024-12-20T16:20:00.043884-07:00,2024-12-20T16:20:00-07:00,P-0000-01,7.45251,0.00737012,,,1
2024-12-20T16:20:01.177326-07:00,2024-12-20T16:20:01-07:00,P-0000-01,7.45193,0.00737058,,,1537
2024-12-20T16:20:02.032227-07:00,2024-12-20T16:20:02-07:00,P-0000-01,7.44871,0.00737203,,,1025
2024-12-20T16:20:03.043459-07:00,2024-12-20T16:20:03-07:00,P-0000-01,7.44778,0.00737231,,,1
2024-12-20T16:20:04.031841-07:00,2024-12-20T16:20:04-07:00,P-0000-01,7.44634,0.00737493,,,1
2024-12-20T16:20:05.031368-07:00,2024-12-20T16:20:05-07:00,P-0000-01,7.45269,0.00736823,,,1
2024-12-20T16:20:06.035986-07:00,2024-12-20T16:20:06-07:00,P-0000-01,7.45128,0.00736886,,,1
2024-12-20T16:20:07.039630-07:00,2024-12-20T16:20:07-07:00,P-0000-01,7.44102,0.00737894,,,1
2024-12-20T16:20:23.034910-07:00,2024-12-20T16:20:23-07:00,P-0000-01,7.48033,0.00733739,,,1
2024-12-20T16:20:24.029658-07:00,2024-12-20T16:20:24-07:00,P-0000-01,7.46465,0.00735159,,,1
2024-12-20T16:20:25.030136-07:00,2024-12-20T16:20:25-07:00,P-0000-01,7.47685,0.00734043,,,1
2024-12-20T16:20:26.035001-07:00,2024-12-20T16:20:26-07:00,P-0000-01,7.48412,0.00733299,,,1
2024-12-20T16:20:27.026894-07:00,2024-12-20T16:20:27-07:00,P-0000-01,7.46944,0.00734574,,,1
2024-12-20T16:20:28.036070-07:00,2024-12-20T16:20:28-07:00,P-0000-01,7.47947,0.00733765,,,1
2024-12-20T16:20:29.027308-07:00,2024-12-20T16:20:29-07:00,P-0000-01,7.46713,0.00734867,,,1
2024-12-20T16:20:30.032652-07:00,2024-12-20T16:20:30-07:00,P-0000-01,7.45577,0.0073594,,,1
2024-12-20T16:20:31.032824-07:00,2024-12-20T16:20:31-07:00,P-0000-01,7.44226,0.00737362,,,1
2024-12-20T16:20:32.033198-07:00,2024-12-20T16:20:32-07:00,P-0000-01,7.45601,0.00735814,,,1
2024-12-20T16:20:33.040394-07:00,2024-12-20T16:20:33-07:00,P-0000-01,7.47132,0.00734241,,,1
2024-12-20T16:20:34.025572-07:00,2024-12-20T16:20:34-07:00,P-0000-01,7.46686,0.00734744,,,1
2024-12-20T16:20:35.045207-07:00,2024-12-20T16:20:35-07:00,P-0000-01,7.4712,0.00734367,,,1
2024-12-20T16:20:36.029566-07:00,2024-12-20T16:20:36-07:00,P-0000-01,7.46148,0.00735273,,,1
2024-12-20T16:20:37.032055-07:00,2024-12-20T16:20:37-07:00,P-0000-01,7.47076,0.00734287,,,1
2024-12-20T16:20:38.032544-07:00,2024-12-20T16:20:38-07:00,P-0000-01,7.48015,0.00733273,,,1
2024-12-20T16:20:39.030853-07:00,2024-12-20T16:20:39-07:00,P-0000-01,7.49052,0.0073202,,,1
2024-12-20T16:20:40.030199-07:00,2024-12-20T16:20:40-07:00,P-0000-01,7.47588,0.00733465,,,1
2024-12-20T16:20:41.028213-07:00,2024-12-20T16:20:41-07:00,P-0000-01,7.47088,0.00734288,,,1
2024-12-20T16:20:42.031846-07:00,2024-12-20T16:20:42-07:00,P-0000-01,7.46635,0.00734631,,,1
2024-12-20T16:20:43.032622-07:00,2024-12-20T16:20:43-07:00,P-0000-01,7.44277,0.00736806,,,1
2024-12-20T16:20:44.034194-07:00,2024-12-20T16:20:44-07:00,P-0000-01,7.45323,0.00735797,,,1
2024-12-20T16:20:45.029228-07:00,2024-12-20T16:20:45-07:00,P-0000-01,7.45025,0.00736102,,,1
2024-12-20T16:20:46.033240-07:00,2024-12-20T16:20:46-07:00,P-0000-01,7.44069,0.00736886,,,1
2024-12-20T16:20:47.029252-07:00,2024-12-20T16:20:47-07:00,P-0000-01,7.43394,0.00737589,,,1
2024-12-20T16:20:48.029303-07:00,2024-12-20T16:20:48-07:00,P-0000-01,7.41635,0.00739383,,,1
2024-12-20T16:20:49.030035-07:00,2024-12-20T16:20:49-07:00,P-0000-01,7.40769,0.00740218,,,1
2024-12-20T16:20:50.029664-07:00,2024-12-20T16:20:50-07:00,P-0000-01,7.42045,0.00738916,,,1
2024-12-20T16:20:51.031391-07:00,2024-12-20T16:20:51-07:00,P-0000-01,7.41323,0.00739543,,,1
2024-12-20T16:20:52.032020-07:00,2024-12-20T16:20:52-07:00,P-0000-01,7.43058,0.00737915,,,1
2024-12-20T16:20:53.032495-07:00,2024-12-20T16:20:53-07:00,P-0000-01,7.423,0.00738392,,,1
2024-12-20T16:20:54.047555-07:00,2024-12-20T16:20:54-07:00,P-0000-01,7.42057,0.00738693,,,1
2024-12-20T16:20:55.033132-07:00,2024-12-20T16:20:55-07:00,P-0000-01,7.41557,0.00739162,,,1
2024-12-20T16:20:56.033539-07:00,2024-12-20T16:20:56-07:00,P-0000-01,7.41784,0.00738848,,,1
2024-12-20T16:20:57.032019-07:00,2024-12-20T16:20:57-07:00,P-0000-01,7.41392,0.00739206,,,1
2024-12-20T16:20:58.058680-07:00,2024-12-20T16:20:58-07:00,P-0000-01,7.42555,0.00738034,,,1
2024-12-20T16:20:59.035124-07:00,2024-12-20T16:20:59-07:00,P-0000-01,7.42294,0.00738269,,,1
2024-12-20T16:21:00.034145-07:00,2024-12-20T16:21:00-07:00,P-0000-01,7.41579,0.00738944,,,1
2024-12-20T16:21:01.035352-07:00,2024-12-20T16:21:01-07:00,P-0000-01,7.41231,0.00739125,,,1
2024-12-20T16:21:02.027850-07:00,2024-12-20T16:21:02-07:00,P-0000-01,7.40461,0.00740083,,,1
2024-12-20T16:21:03.034052-07:00,2024-12-20T16:21:03-07:00,P-0000-01,7.40443,0.00739925,,,1
2024-12-20T16:21:04.037672-07:00,2024-12-20T16:21:04-07:00,P-0000-01,7.38559,0.00741633,,,1
2024-12-20T16:21:05.035421-07:00,2024-12-20T16:21:05-07:00,P-0000-01,7.39546,0.00740885,,,1
2024-12-20T16:21:06.041210-07:00,2024-12-20T16:21:06-07:00,P-0000-01,7.41451,0.00738966,,,1
2024-12-20T16:21:07.036376-07:00,2024-12-20T16:21:07-07:00,P-0000-01,7.43727,0.00736722,,,1
2024-12-20T16:21:08.035538-07:00,2024-12-20T16:21:08-07:00,P-0000-01,7.45046,0.00735392,,,1
2024-12-20T16:21:09.027789-07:00,2024-12-20T16:21:09-07:00,P-0000-01,7.46444,0.00733938,,,1
2024-12-20T16:21:10.024371-07:00,2024-12-20T16:21:10-07:00,P-0000-01,7.46787,0.00733617,,,1
2024-12-20T16:21:13.039179-07:00,2024-12-20T16:21:13-07:00,P-0000-01,7.466,0.00733726,,,1
2024-12-20T16:21:14.026026-07:00,2024-12-20T16:21:14-07:00,P-0000-01,7.47569,0.00732544,,,1
2024-12-20T16:21:15.033587-07:00,2024-12-20T16:21:15-07:00,P-0000-01,7.4636,0.00733891,,,1
2024-12-20T16:21:16.029787-07:00,2024-12-20T16:21:16-07:00,P-0000-01,7.46777,0.00733458,,,1
2024-12-20T16:21:17.031356-07:00,2024-12-20T16:21:17-07:00,P-0000-01,7.45662,0.00734502,,,1
2024-12-20T16:21:18.030799-07:00,2024-12-20T16:21:18-07:00,P-0000-01,7.45803,0.00734335,,,1
2024-12-20T16:21:19.032596-07:00,2024-12-20T16:21:19-07:00,P-0000-01,7.44444,0.00735728,,,1
2024-12-20T16:21:20.028735-07:00,2024-12-20T16:21:20-07:00,P-0000-01,7.43305,0.00736878,,,1
