measurement_time,scheduled_time,measurement_duration,module_id,v,i,g
2024-12-20T16:41:40.045237-07:00,2024-12-20T16:41:40-07:00,,P-0000-01,"[-0.00998558, 0.170761, 0.351603, 0.533347, 0.713577, 0.893759, 1.07275, 1.25068, 1.43038, 1.60997, 1.79018, 1.96786, 2.1455, 2.3202, 2.49555, 2.67302, 2.84861, 3.02381, 3.19632, 3.37013, 3.54087, 3.71014, 3.87952, 4.05043, 4.22093, 4.38668, 4.55273, 4.71637, 4.87788, 5.04097, 5.20306, 5.36331, 5.52239, 5.67758, 5.83064, 5.98658, 6.14012, 6.29213, 6.44183, 6.59126, 6.73423, 6.87905, 7.02095, 7.1629, 7.30217, 7.44078, 7.57542, 7.70619, 7.83614, 7.96729, 8.09784, 8.22381, 8.34661, 8.46722, 8.5854, 8.7017, 8.81773, 8.93122, 9.04245, 9.14912, 9.25456, 9.35529, 9.45825, 9.55796, 9.65458, 9.7494, 9.84096, 9.92699, 10.013, 10.0986, 10.1804, 10.2596, 10.3355, 10.4084, 10.4762, 10.5446, 10.6109, 10.6759, 10.7345, 10.7912, 10.8424, 10.8898, 10.9385, 10.9855, 11.0286, 11.0656, 11.0962, 11.1238, 11.1508, 11.1757, 11.1954, 11.2119, 11.2213, 11.227, 11.2286, 11.2347, 11.2392, 11.2394, 11.2434, 11.2405]","[0.0106314, 0.0105983, 0.0105622, 0.0105105, 0.010456, 0.0103991, 0.0103402, 0.0102996, 0.0102588, 0.0102231, 0.010163, 0.0101062, 0.010042, 0.00998437, 0.00993814, 0.00989812, 0.00984924, 0.00978759, 0.00972435, 0.00965758, 0.00959963, 0.00955598, 0.00951086, 0.0094529, 0.00938709, 0.00931801, 0.00924298, 0.00918201, 0.00913262, 0.00907977, 0.00901283, 0.00893811, 0.00885938, 0.00877824, 0.00871263, 0.00865189, 0.00858538, 0.00850597, 0.00841105, 0.00831266, 0.00821411, 0.00812834, 0.00804238, 0.0079367, 0.00781672, 0.00768571, 0.00755001, 0.00741366, 0.00728205, 0.00714641, 0.0069955, 0.00682928, 0.00665476, 0.00648024, 0.00630437, 0.00613533, 0.00596349, 0.00577583, 0.00558357, 0.00537879, 0.00518247, 0.00498854, 0.0047971, 0.00460618, 0.00439991, 0.00419017, 0.00397873, 0.00377387, 0.00357878, 0.00338535, 0.00319134, 0.00298573, 0.00278149, 0.00258736, 0.00239924, 0.00222074, 0.00204139, 0.0018641, 0.00168517, 0.00151785, 0.00135774, 0.00120935, 0.00106691, 0.000928662, 0.000800908, 0.000678705, 0.000569627, 0.000473001, 0.000387529, 0.000313279, 0.000252131, 0.000202603, 0.000165525, 0.000138223, 0.000121375, 0.000111491, 0.000105811, 0.000103011, 0.000101287, 9.98275e-05]",
2024-12-20T16:41:50.044621-07:00,2024-12-20T16:41:50-07:00,,P-0000-01,"[-0.0101564, 0.170382, 0.352068, 0.532588, 0.713539, 0.893783, 1.07279, 1.24979, 1.42897, 1.6095, 1.789, 1.96694, 2.14365, 2.3199, 2.49473, 2.67035, 2.84852, 3.02254, 3.19703, 3.36701, 3.53937, 3.70902, 3.88072, 4.04948, 4.21929, 4.38579, 4.55105, 4.71416, 4.87635, 5.04061, 5.20287, 5.36128, 5.52175, 5.67591, 5.82928, 5.98528, 6.13921, 6.28872, 6.44052, 6.58648, 6.7327, 6.87607, 7.01778, 7.16136, 7.30049, 7.4373, 7.57329, 7.70465, 7.83454, 7.96388, 8.09474, 8.21962, 8.34409, 8.4622, 8.58115, 8.698, 8.81273, 8.92757, 9.03925, 9.14547, 9.25014, 9.35307, 9.45497, 9.5554, 9.65332, 9.7456, 9.83722, 9.92236, 10.0079, 10.0939, 10.178, 10.2564, 10.332, 10.4029, 10.4713, 10.5417, 10.6068, 10.6724, 10.7299, 10.7866, 10.8367, 10.8859, 10.935, 10.9821, 11.0246, 11.0602, 11.0927, 11.1189, 11.1471, 11.1725, 11.1916, 11.208, 11.2159, 11.2215, 11.2275, 11.2314, 11.234, 11.2361, 11.2396, 11.2377]","[0.0106315, 0.0105967, 0.0105564, 0.0105064, 0.0104501, 0.0103899, 0.0103377, 0.0102969, 0.0102616, 0.0102163, 0.01016, 0.0100987, 0.0100377, 0.00998127, 0.00993691, 0.00989717, 0.00984561, 0.00978781, 0.00972025, 0.00965345, 0.00959464, 0.00955297, 0.00950552, 0.00944852, 0.0093826, 0.00931152, 0.00923568, 0.00918126, 0.00913203, 0.00907791, 0.00900775, 0.00893029, 0.00885284, 0.00877385, 0.00870987, 0.00864901, 0.00858055, 0.0084981, 0.00840506, 0.00830788, 0.0082109, 0.00812429, 0.00803854, 0.00792939, 0.00781156, 0.00768229, 0.00754677, 0.00740665, 0.00727714, 0.0071467, 0.00698763, 0.00682553, 0.0066502, 0.00647546, 0.00630482, 0.00613672, 0.00596356, 0.00577495, 0.0055772, 0.00537522, 0.00517373, 0.00498771, 0.00479888, 0.0046021, 0.00439465, 0.00418519, 0.00397363, 0.00377435, 0.00357929, 0.00338495, 0.00318728, 0.00297934, 0.00278072, 0.00258414, 0.00239769, 0.0022192, 0.00204226, 0.00186275, 0.00168667, 0.00151709, 0.00135971, 0.00121116, 0.00106937, 0.000928014, 0.000800532, 0.000680727, 0.000571225, 0.000474261, 0.000387334, 0.000313202, 0.000251658, 0.000201575, 0.000164012, 0.000138223, 0.000120958, 0.000112537, 0.000104446, 0.000102559, 0.000101449, 9.98681e-05]",
2024-12-20T16:42:00.052469-07:00,2024-12-20T16:42:00-07:00,,P-0000-01,"[-0.00971988, 0.171601, 0.352628, 0.532649, 0.712832, 0.892018, 1.07038, 1.24875, 1.4297, 1.60944, 1.78882, 1.96536, 2.14262, 2.3192, 2.49621, 2.67163, 2.84744, 3.0213, 3.1944, 3.3666, 3.53611, 3.70847, 3.87953, 4.04823, 4.21849, 4.38357, 4.54874, 4.71204, 4.87644, 5.03896, 5.20079, 5.35979, 5.51651, 5.67406, 5.8287, 5.98411, 6.137, 6.2897, 6.43865, 6.58429, 6.72804, 6.87341, 7.01696, 7.1584, 7.29846, 7.43422, 7.56767, 7.70211, 7.83255, 7.96428, 8.09281, 8.21699, 8.33866, 8.46084, 8.577, 8.6953, 8.81241, 8.92536, 9.03679, 9.14247, 9.24541, 9.34971, 9.45402, 9.55435, 9.64857, 9.74392, 9.83292, 9.9209, 10.0071, 10.0921, 10.1757, 10.2551, 10.328, 10.3984, 10.4692, 10.538, 10.6055, 10.6698, 10.7272, 10.7815, 10.8322, 10.8846, 10.9331, 10.9797, 11.0203, 11.0564, 11.0868, 11.1163, 11.1451, 11.1707, 11.1897, 11.2044, 11.2112, 11.2193, 11.2244, 11.2295, 11.2315, 11.2342, 11.2323, 11.2324]","[0.0106336, 0.0106004, 0.010554, 0.010499, 0.0104406, 0.0103846, 0.0103389, 0.010306, 0.0102618, 0.0102102, 0.0101515, 0.0100898, 0.0100292, 0.00998385, 0.00994391, 0.00989648, 0.00983809, 0.00977607, 0.00970843, 0.00964913, 0.00960197, 0.00955808, 0.00950533, 0.00943994, 0.00937, 0.0093008, 0.0092355, 0.00918709, 0.00913762, 0.00907138, 0.008999, 0.00892002, 0.00884159, 0.00877691, 0.008717, 0.00865581, 0.00857786, 0.00848684, 0.00839226, 0.00829943, 0.00821554, 0.00813399, 0.00803785, 0.007926, 0.00780326, 0.00766993, 0.00753993, 0.0074159, 0.0072862, 0.00714263, 0.0069802, 0.00681246, 0.00664328, 0.0064718, 0.00631026, 0.00613982, 0.00595758, 0.00576514, 0.00556646, 0.00536736, 0.00518026, 0.00499204, 0.00479826, 0.00459735, 0.0043866, 0.00417652, 0.003972, 0.00377658, 0.00358616, 0.0033815, 0.0031802, 0.00297353, 0.00277461, 0.00258596, 0.00240276, 0.00221973, 0.00203679, 0.00185644, 0.0016825, 0.00151542, 0.00135964, 0.00120931, 0.00106795, 0.000927732, 0.000797366, 0.000677632, 0.000569251, 0.000474857, 0.000387055, 0.000314457, 0.000250827, 0.000201789, 0.000163532, 0.000138986, 0.00012261, 0.000111038, 0.00010581, 0.000102281, 0.000101141, 9.96107e-05]",
2024-12-20T16:42:10.051297-07:00,2024-12-20T16:42:10-07:00,,P-0000-01,"[-0.010721, 0.172118, 0.353065, 0.532853, 0.71185, 0.891249, 1.07031, 1.24862, 1.42917, 1.61037, 1.78834, 1.96556, 2.13975, 2.31448, 2.49326, 2.6694, 2.84743, 3.02167, 3.19286, 3.36367, 3.53512, 3.70739, 3.8774, 4.04876, 4.2156, 4.38039, 4.54492, 4.70909, 4.87408, 5.03781, 5.1982, 5.35852, 5.51669, 5.6716, 5.8268, 5.98092, 6.13613, 6.28713, 6.43607, 6.58029, 6.72673, 6.87241, 7.01601, 7.15675, 7.2962, 7.43202, 7.56505, 7.69771, 7.83085, 7.96126, 8.08892, 8.21373, 8.33629, 8.45703, 8.57599, 8.6939, 8.80923, 8.9234, 9.03315, 9.13855, 9.24332, 9.34635, 9.45063, 9.54903, 9.64552, 9.73952, 9.82866, 9.91696, 10.003, 10.0901, 10.1724, 10.2494, 10.3254, 10.3943, 10.4662, 10.5363, 10.6013, 10.6659, 10.7242, 10.7771, 10.8285, 10.8794, 10.9307, 10.9743, 11.0158, 11.0509, 11.0831, 11.1124, 11.1412, 11.1666, 11.1854, 11.2, 11.2087, 11.215, 11.2192, 11.2262, 11.2296, 11.2307, 11.2301, 11.2275]","[0.0106339, 0.0105947, 0.0105486, 0.0104951, 0.0104358, 0.0103761, 0.0103359, 0.0103014, 0.0102583, 0.0102054, 0.0101479, 0.0100799, 0.0100265, 0.00991184, 0.00994299, 0.00989159, 0.00983255, 0.00976998, 0.00970281, 0.00964697, 0.00959885, 0.00955551, 0.00950108, 0.00943333, 0.00936388, 0.0092951, 0.00923571, 0.00918721, 0.00913305, 0.0090685, 0.00899665, 0.00891817, 0.00883787, 0.00877255, 0.008716, 0.00865119, 0.00856886, 0.00848023, 0.00838648, 0.00829928, 0.00821326, 0.00813058, 0.00803672, 0.00792604, 0.00779648, 0.00766861, 0.00753834, 0.00741304, 0.00728262, 0.00713646, 0.00697595, 0.00680608, 0.00663537, 0.00646927, 0.00630407, 0.00613575, 0.00595353, 0.00575973, 0.00556158, 0.00536479, 0.00517602, 0.00499017, 0.00479394, 0.00459359, 0.0043837, 0.00417718, 0.00397092, 0.0037766, 0.00358373, 0.00338059, 0.00317894, 0.00297525, 0.00277645, 0.00258237, 0.00240042, 0.00222282, 0.00203514, 0.00185897, 0.00168363, 0.00151579, 0.0013579, 0.00121151, 0.00106936, 0.000926822, 0.000797783, 0.000678545, 0.000571664, 0.000474254, 0.000389319, 0.00031377, 0.000251197, 0.000200463, 0.000164341, 0.000139291, 0.000121863, 0.000110862, 0.000105745, 0.000102707, 0.0001021, 9.99426e-05]",
2024-12-20T16:42:20.044186-07:00,2024-12-20T16:42:20-07:00,,P-0000-01,"[-0.0105597, 0.170581, 0.351793, 0.532308, 0.712718, 0.891634, 1.07038, 1.24805, 1.42829, 1.60888, 1.787, 1.96565, 2.14204, 2.31797, 2.49356, 2.66963, 2.8442, 3.01997, 3.1939, 3.36389, 3.5337, 3.70512, 3.87495, 4.04474, 4.21385, 4.38047, 4.54445, 4.70815, 4.87107, 5.0338, 5.19615, 5.35632, 5.51381, 5.6707, 5.82334, 5.97848, 6.13314, 6.28279, 6.43393, 6.57942, 6.72563, 6.86726, 7.01092, 7.15239, 7.29308, 7.43116, 7.56228, 7.69645, 7.82546, 7.95727, 8.08466, 8.21136, 8.33338, 8.4541, 8.57284, 8.68865, 8.80486, 8.9198, 9.02797, 9.13809, 9.2416, 9.3432, 9.4444, 9.54475, 9.64336, 9.73773, 9.82543, 9.9141, 9.99922, 10.0846, 10.1679, 10.246, 10.3213, 10.3926, 10.4616, 10.5306, 10.5959, 10.6609, 10.7204, 10.7737, 10.8259, 10.8741, 10.9245, 10.9697, 11.0124, 11.0487, 11.0803, 11.1087, 11.136, 11.1595, 11.1821, 11.1973, 11.2059, 11.2128, 11.2164, 11.2206, 11.2253, 11.2283, 11.2257, 11.2253]","[0.010626, 0.0105902, 0.0105449, 0.0104954, 0.0104382, 0.0103798, 0.0103304, 0.0102884, 0.0102529, 0.0102023, 0.0101519, 0.0100848, 0.0100235, 0.00997361, 0.00993025, 0.0098908, 0.00983671, 0.00977208, 0.00970494, 0.00964125, 0.00958921, 0.00954261, 0.00949896, 0.00943844, 0.00936954, 0.00929302, 0.00922774, 0.00917044, 0.00912555, 0.00906944, 0.00899819, 0.00892367, 0.00884003, 0.0087639, 0.00870457, 0.00864349, 0.00857208, 0.00848625, 0.00839228, 0.00829415, 0.00820462, 0.00811959, 0.0080285, 0.00792403, 0.00780129, 0.00766778, 0.0075335, 0.00740081, 0.00727298, 0.00713148, 0.00698031, 0.00681482, 0.00663939, 0.00646206, 0.00629831, 0.00612867, 0.00594989, 0.0057626, 0.00556769, 0.00536361, 0.00516975, 0.00498166, 0.00479465, 0.00459335, 0.00438945, 0.00417495, 0.00397121, 0.00377045, 0.00357578, 0.00338227, 0.00318059, 0.00297889, 0.00277504, 0.00258366, 0.00239934, 0.00221777, 0.00204044, 0.00186138, 0.0016869, 0.00151473, 0.00135851, 0.00121252, 0.00107058, 0.000933575, 0.000801272, 0.000680498, 0.000570809, 0.000474742, 0.000391375, 0.000315859, 0.000252195, 0.000202541, 0.000166157, 0.000139158, 0.000122051, 0.000111661, 0.000105593, 0.000102116, 0.000101719, 9.94672e-05]",
2024-12-20T16:42:30.045700-07:00,2024-12-20T16:42:30-07:00,,P-0000-01,"[-0.00925964, 0.16948, 0.350617, 0.531928, 0.712319, 0.892137, 1.0701, 1.24793, 1.42746, 1.60652, 1.78667, 1.96427, 2.14152, 2.31748, 2.49222, 2.66771, 2.84358, 3.0178, 3.19185, 3.36205, 3.53455, 3.70256, 3.8733, 4.04366, 4.21269, 4.37975, 4.54352, 4.70702, 4.86937, 5.03247, 5.19525, 5.35577, 5.5129, 5.66985, 5.82325, 5.9772, 6.12989, 6.28151, 6.43176, 6.57763, 6.72214, 6.86471, 7.00757, 7.15007, 7.2906, 7.42814, 7.56054, 7.69293, 7.82258, 7.95458, 8.08281, 8.2078, 8.33115, 8.45261, 8.56963, 8.68598, 8.80103, 8.91515, 9.02541, 9.13448, 9.23735, 9.34092, 9.4397, 9.54158, 9.63925, 9.73297, 9.82434, 9.91106, 9.99465, 10.0792, 10.1639, 10.2418, 10.3194, 10.391, 10.4569, 10.5247, 10.5924, 10.6569, 10.7154, 10.7712, 10.8217, 10.871, 10.9194, 10.9652, 11.0093, 11.0462, 11.0771, 11.1057, 11.1308, 11.1548, 11.1788, 11.1923, 11.2021, 11.2095, 11.2118, 11.2158, 11.2211, 11.2243, 11.2217, 11.2244]","[0.0106134, 0.0105808, 0.0105453, 0.0104923, 0.0104399, 0.0103788, 0.0103249, 0.0102814, 0.0102446, 0.010201, 0.0101493, 0.0100865, 0.0100272, 0.00996698, 0.00992337, 0.0098826, 0.00983337, 0.00977335, 0.00970652, 0.00964011, 0.00958295, 0.00953582, 0.00949148, 0.00943394, 0.00937008, 0.00929781, 0.00922497, 0.00916381, 0.00911653, 0.0090657, 0.00899581, 0.00892192, 0.00884157, 0.00876304, 0.00869717, 0.008634, 0.00856542, 0.00848142, 0.00839262, 0.00829459, 0.00819926, 0.00810857, 0.00802268, 0.00792031, 0.00779919, 0.00767203, 0.00753286, 0.00739518, 0.00726658, 0.00712864, 0.00697671, 0.00681073, 0.00664015, 0.00646402, 0.00628942, 0.00612099, 0.00594711, 0.00576196, 0.00556467, 0.00536503, 0.00516856, 0.00497696, 0.00478814, 0.00458969, 0.00438976, 0.00417675, 0.00396557, 0.00376526, 0.0035729, 0.0033782, 0.00317914, 0.00298081, 0.00277648, 0.0025795, 0.0023946, 0.00221629, 0.0020411, 0.00186127, 0.00168815, 0.00151772, 0.00135929, 0.00120924, 0.00106746, 0.000933015, 0.000801685, 0.000681307, 0.000572051, 0.000475238, 0.000389245, 0.000316567, 0.000254756, 0.000203654, 0.000167003, 0.000138722, 0.000123119, 0.00011157, 0.000106518, 0.000103108, 9.99415e-05, 9.93942e-05]",
2024-12-20T16:42:40.056792-07:00,2024-12-20T16:42:40-07:00,,P-0000-01,"[-0.00887057, 0.170026, 0.351015, 0.531221, 0.710972, 0.891577, 1.07221, 1.24992, 1.42628, 1.60534, 1.7847, 1.96337, 2.14103, 2.31698, 2.4918, 2.66556, 2.84152, 3.01755, 3.19013, 3.36343, 3.53481, 3.7035, 3.87299, 4.04207, 4.20974, 4.37731, 4.54364, 4.70772, 4.86923, 5.02989, 5.19157, 5.35287, 5.51207, 5.66795, 5.82261, 5.97331, 6.12733, 6.27794, 6.42879, 6.57599, 6.72161, 6.86591, 7.00629, 7.14632, 7.28774, 7.42424, 7.55855, 7.69253, 7.82216, 7.95031, 8.07727, 8.20568, 8.32833, 8.44862, 8.56851, 8.68364, 8.79597, 8.91222, 9.02111, 9.13125, 9.23607, 9.33919, 9.4388, 9.53666, 9.63385, 9.73054, 9.82247, 9.90869, 9.99139, 10.0759, 10.158, 10.2366, 10.3165, 10.3867, 10.4582, 10.5222, 10.588, 10.6496, 10.7129, 10.7705, 10.8211, 10.87, 10.9138, 10.9587, 11.0027, 11.0428, 11.0758, 11.1052, 11.1287, 11.15, 11.1709, 11.1901, 11.2012, 11.2068, 11.2089, 11.2139, 11.2138, 11.2164, 11.2199, 11.2214]","[0.0106075, 0.0105612, 0.01053, 0.0104908, 0.0104456, 0.0103855, 0.0103282, 0.0102702, 0.0102287, 0.0101905, 0.0101496, 0.0100909, 0.0100314, 0.00996991, 0.00991012, 0.00986614, 0.0098251, 0.00977211, 0.00971592, 0.0096484, 0.00957806, 0.00952111, 0.00947366, 0.0094278, 0.00937238, 0.00930589, 0.00923373, 0.00915999, 0.009099, 0.00904406, 0.00899441, 0.00892598, 0.00885134, 0.00876744, 0.00868808, 0.00861684, 0.00855059, 0.00848532, 0.00839725, 0.00830364, 0.00820009, 0.00809869, 0.00800436, 0.00791028, 0.00780232, 0.00767637, 0.00753995, 0.00739617, 0.00725146, 0.0071155, 0.00697288, 0.00681801, 0.00664837, 0.00646995, 0.00628542, 0.00610637, 0.00593827, 0.00575926, 0.00557102, 0.00537189, 0.00517052, 0.00496641, 0.00477502, 0.00458454, 0.00438647, 0.00418191, 0.00397384, 0.00376434, 0.00356279, 0.00336997, 0.00318085, 0.00298242, 0.00278424, 0.00258541, 0.00239291, 0.00220903, 0.00203281, 0.00186485, 0.00168996, 0.00152016, 0.00136018, 0.00120705, 0.00106736, 0.000931964, 0.00080487, 0.000683134, 0.000574858, 0.000475087, 0.000389275, 0.000315955, 0.000253596, 0.000205378, 0.000166703, 0.000140702, 0.000122784, 0.000112971, 0.000105183, 0.000103381, 0.000101001, 9.98412e-05]",
2024-12-20T16:42:50.043598-07:00,2024-12-20T16:42:50-07:00,,P-0000-01,"[-0.0089275, 0.170586, 0.350033, 0.529551, 0.709961, 0.891282, 1.07026, 1.24853, 1.42693, 1.60448, 1.78382, 1.96132, 2.13888, 2.31777, 2.49087, 2.66416, 2.8397, 3.01429, 3.18913, 3.36266, 3.53271, 3.70289, 3.87006, 4.0389, 4.20892, 4.37638, 4.54065, 4.70656, 4.86721, 5.02745, 5.18888, 5.3493, 5.50958, 5.66459, 5.81857, 5.97211, 6.12356, 6.27593, 6.42654, 6.57458, 6.71972, 6.86181, 7.00421, 7.14446, 7.2828, 7.42061, 7.55532, 7.69059, 7.82027, 7.94773, 8.07262, 8.20115, 8.32544, 8.44538, 8.56565, 8.68045, 8.79327, 8.90727, 9.01739, 9.12751, 9.23327, 9.33399, 9.4328, 9.532, 9.6283, 9.72342, 9.81537, 9.9043, 9.9884, 10.0708, 10.1524, 10.2318, 10.3091, 10.3829, 10.4522, 10.5177, 10.5816, 10.6446, 10.7071, 10.7639, 10.8175, 10.8652, 10.9105, 10.9547, 10.9985, 11.0383, 11.0702, 11.1005, 11.1232, 11.1461, 11.1665, 11.1843, 11.198, 11.2046, 11.2051, 11.2086, 11.2117, 11.2152, 11.2178, 11.2178]","[0.0106089, 0.010555, 0.0105202, 0.0104836, 0.0104425, 0.010391, 0.0103315, 0.0102719, 0.0102202, 0.0101807, 0.0101439, 0.010092, 0.0100356, 0.00996869, 0.00990687, 0.00985794, 0.00981631, 0.00977157, 0.00971322, 0.00965114, 0.00958155, 0.00951498, 0.00946382, 0.00942285, 0.00936974, 0.00930629, 0.00923232, 0.00916009, 0.00909369, 0.00903698, 0.00898407, 0.00892553, 0.00884978, 0.00877156, 0.00868713, 0.00861155, 0.00854536, 0.00847803, 0.0083974, 0.00830237, 0.00820408, 0.00809966, 0.00799789, 0.00790508, 0.00779827, 0.00767781, 0.00753876, 0.00739338, 0.00724546, 0.0071064, 0.00696442, 0.00681426, 0.00664429, 0.0064673, 0.00628602, 0.00610351, 0.00593127, 0.00575469, 0.00557144, 0.00537253, 0.00517114, 0.00496845, 0.00476942, 0.00458068, 0.00438805, 0.00418358, 0.00397707, 0.00376908, 0.0035626, 0.00336913, 0.00317743, 0.00298746, 0.00278549, 0.0025894, 0.00239512, 0.00221004, 0.00203765, 0.00186645, 0.00169589, 0.00152621, 0.00136256, 0.00120966, 0.00106758, 0.000936051, 0.000807864, 0.000688178, 0.000576959, 0.000480422, 0.000394506, 0.00031812, 0.000256816, 0.000206778, 0.000167669, 0.000141123, 0.000123957, 0.0001119, 0.000106257, 0.000102866, 0.000101635, 9.94026e-05]",
2024-12-20T16:43:00.038369-07:00,2024-12-20T16:43:00-07:00,,P-0000-01,"[-0.0102655, 0.171046, 0.352524, 0.532521, 0.710403, 0.889171, 1.06802, 1.248, 1.42802, 1.60592, 1.78461, 1.96147, 2.13727, 2.31374, 2.49064, 2.66554, 2.84139, 3.01621, 3.18683, 3.35795, 3.53078, 3.70244, 3.87105, 4.04117, 4.20859, 4.37324, 4.53944, 4.70291, 4.86637, 5.02951, 5.19156, 5.34949, 5.5067, 5.66085, 5.81664, 5.97305, 6.12409, 6.27729, 6.42527, 6.56903, 6.71598, 6.86097, 7.00296, 7.14499, 7.28198, 7.41893, 7.55151, 7.68458, 7.81729, 7.9494, 8.07452, 8.20172, 8.32311, 8.44218, 8.56048, 8.67897, 8.79574, 8.90738, 9.01583, 9.12417, 9.22704, 9.33247, 9.43534, 9.53508, 9.62932, 9.72329, 9.81271, 9.90118, 9.98771, 10.0737, 10.1547, 10.2329, 10.3064, 10.3779, 10.449, 10.5184, 10.5863, 10.647, 10.7054, 10.7588, 10.8117, 10.8641, 10.9132, 10.9591, 10.9972, 11.0311, 11.0648, 11.0955, 11.1253, 11.1488, 11.1694, 11.1797, 11.1904, 11.1971, 11.203, 11.2108, 11.2117, 11.2113, 11.2122, 11.2086]","[0.0106226, 0.0105823, 0.0105312, 0.0104756, 0.0104164, 0.0103636, 0.0103258, 0.0102882, 0.0102444, 0.010186, 0.0101289, 0.0100608, 0.0100134, 0.00997203, 0.00992585, 0.00988116, 0.00981575, 0.00974961, 0.00968342, 0.00963444, 0.00958966, 0.00954012, 0.00948102, 0.00941238, 0.00933973, 0.00927725, 0.00922144, 0.00917898, 0.00912015, 0.00904912, 0.00897329, 0.00889673, 0.00882299, 0.00876508, 0.00870482, 0.00863514, 0.00854939, 0.00845845, 0.00836678, 0.00828186, 0.00820437, 0.00811987, 0.00801448, 0.00790285, 0.00777849, 0.00764691, 0.0075263, 0.00740223, 0.00726867, 0.00711768, 0.00695799, 0.00679002, 0.00662033, 0.00645939, 0.00629653, 0.00612114, 0.00593714, 0.00574379, 0.00554768, 0.00535627, 0.00517138, 0.00498029, 0.00478625, 0.00457752, 0.00437014, 0.00416134, 0.00396058, 0.00377047, 0.00357411, 0.0033729, 0.0031688, 0.00296693, 0.00276926, 0.00258498, 0.00240296, 0.00221737, 0.002032, 0.00185201, 0.0016804, 0.00151683, 0.0013614, 0.00121333, 0.00106752, 0.000928986, 0.000798436, 0.000680377, 0.000572758, 0.000477268, 0.000390467, 0.000313355, 0.000252753, 0.000203366, 0.000167912, 0.000140178, 0.000121935, 0.000112342, 0.000105849, 0.000103207, 0.000102367, 9.90128e-05]",
2024-12-20T16:43:10.047839-07:00,2024-12-20T16:43:10-07:00,,P-0000-01,"[-0.00782202, 0.172232, 0.351333, 0.530206, 0.708438, 0.889945, 1.06929, 1.24856, 1.42698, 1.60457, 1.78145, 1.95782, 2.13746, 2.3142, 2.49121, 2.66493, 2.83737, 3.01182, 3.18393, 3.35708, 3.52988, 3.69941, 3.86959, 4.03551, 4.20295, 4.37047, 4.53662, 4.70216, 4.86442, 5.02591, 5.18603, 5.34305, 5.50354, 5.66139, 5.81463, 5.97003, 6.11985, 6.26831, 6.41762, 6.56739, 6.71388, 6.85838, 6.99938, 7.13755, 7.27586, 7.41319, 7.54783, 7.68166, 7.81393, 7.94257, 8.06791, 8.19292, 8.31692, 8.43895, 8.55863, 8.67394, 8.78849, 8.89893, 9.00911, 9.11697, 9.22466, 9.32794, 9.42791, 9.52597, 9.61956, 9.71412, 9.80617, 9.89636, 9.98305, 10.0654, 10.145, 10.2226, 10.2994, 10.3745, 10.4449, 10.5131, 10.5748, 10.635, 10.696, 10.7546, 10.8091, 10.8593, 10.904, 10.945, 10.9845, 11.0241, 11.0616, 11.0924, 11.1194, 11.1401, 11.1564, 11.1728, 11.1873, 11.1973, 11.2036, 11.204, 11.2043, 11.2058, 11.2051, 11.2088]","[0.0106169, 0.0105623, 0.0105035, 0.0104584, 0.0104265, 0.0103841, 0.0103366, 0.0102792, 0.0102176, 0.0101604, 0.0101141, 0.0100807, 0.0100345, 0.00997742, 0.00991492, 0.00985125, 0.00979183, 0.00974687, 0.00970557, 0.00965243, 0.0095903, 0.00952219, 0.00945305, 0.00939417, 0.00934817, 0.00930122, 0.00924055, 0.00917226, 0.00909806, 0.00902211, 0.00895985, 0.00890738, 0.00884994, 0.00877857, 0.0086958, 0.00860885, 0.00852622, 0.0084511, 0.00838403, 0.00830861, 0.00820929, 0.00810586, 0.00799104, 0.00788396, 0.00777853, 0.00766737, 0.00754336, 0.00740386, 0.00725355, 0.00709671, 0.00694604, 0.0067977, 0.0066416, 0.00647365, 0.00629399, 0.00611067, 0.00592056, 0.00574017, 0.00556424, 0.00537494, 0.00518106, 0.00497727, 0.00477346, 0.00456975, 0.00437564, 0.00418508, 0.0039862, 0.00377838, 0.00357199, 0.00336615, 0.00316879, 0.00298199, 0.00279614, 0.00259867, 0.00240698, 0.00221724, 0.00203522, 0.00186556, 0.00169923, 0.00153628, 0.00137463, 0.0012208, 0.00107549, 0.000940708, 0.000815252, 0.000695972, 0.000588175, 0.000488188, 0.000400191, 0.000324634, 0.000261518, 0.000211582, 0.000172838, 0.00014448, 0.000125768, 0.000114955, 0.000106861, 0.000103241, 0.000101215, 0.000100449]",
